latitude1,longitude1,supervision_level,states,lgas,ward,settlement name,hf_name,latitude2,longitude2,meta/instanceID
6.5938897,4.7433333,temporary_post,Ondo,Okitipupa,Ode-Aye 1,Akingbemila,CHC Ode-Aye 1,6.5939559,4.7433617,uuid:149af404-8dc6-4dab-82a7-ecc755ac45b3
7.3137723,4.8860978,temporary_post,Ondo,Ile Oluji/Okeigbo,Ileoluji 6,Oke D.O,NA,7.3137623,4.8860297,uuid:011481e5-f9f4-4ca3-aceb-25565118135c
7.3122731,4.8868356,temporary_post,Ondo,Ile Oluji/Okeigbo,Ileoluji 6, Isale oja,NA,7.3123835,4.8867171,uuid:ca3346df-b338-453a-8ca4-f5071a841e4f
4.698078333,8.017105,temporary_post,Akwa Ibom,Nsit Ubium,Ubium South 2,Ikot Okpu Udo,PHC,4.698073333,8.017045,uuid:2a498eb1-108a-4b36-99ed-1fe94c355e36
4.705941667,8.003296667,temporary_post,Akwa Ibom,Nsit Ubium,Ubium South 3,Ikot Umo,None,4.706056667,8.003286667,uuid:81699695-bdd0-4925-b868-92f0bc7b0c8c
7.1549331,4.7405048,temporary_post,Ondo,Ile Oluji/Okeigbo,Okeigbo  2,Alabere,BHC OLORUNTELE,7.1531747,4.7456935,uuid:14bae3b4-4bf5-4332-8d8a-e407e63960c7
6.1737633,6.6243076,temporary_post,Delta,Oshimili North,umuezeagwu,Idumiseke,NA,6.1738544,6.6242792,uuid:da86b610-5e66-425a-9191-653b10274606
5.999721667,8.315206667,temporary_post,Cross River,Obubra,Apiapum,Apiapum Technical school,H/C Obubra Junction,5.999755,8.315211667,uuid:73fb4e0f-9fbc-4f8f-9599-75056d0e7bce
7.7945734,5.4866021,temporary_post,Ekiti,Ikole,Asin Ward,Igbona,Temporary fixed post igbona,7.7945734,5.4866021,uuid:6c2c18bd-6e5f-4e6f-b228-8702be4546e0
6.1941009,7.0372422,temporary_post,Anambra,Awka South,Awka 7,Itukuani,Umuokpu phc,6.1941009,7.0372422,uuid:7b344aa1-8299-47ad-9e53-6a3ff392fa74
6.4714619,8.5230478,temporary_post,Cross River,Yala,Ebo/Yahe,Ochiakpa,Health Center Yahe,6.4713164,8.5230412,uuid:de883ba3-7413-4588-a94a-d77924b40611
6.4169745,8.476416,temporary_post,Cross River,Yala,Yahe,Wanudu,Igiraga PHC,6.4170102,8.4763421,uuid:03e48ccc-210d-4427-a2af-0f1482051332
6.4988348,8.5217466,temporary_post,Cross River,Yala,Ebo Yahe,Woleche Okpenehi,Okpenehi HC,6.4985866,8.5214333,uuid:8be05930-c9fe-4851-a544-2e4c6fd2ab0b
4.752239411,8.159291559,temporary_post,Akwa Ibom,Urue Offong/Oruko,Urue Offong 3,Ekaoyubia,Health Oyubia,4.752288622,8.159425379,uuid:fbc9072d-93ec-4c87-9330-48f8913ca280
4.746163846,8.138672149,temporary_post,Akwa Ibom,Urue Offong/Oruko,Urue Offong 5,Udung Oko,Model PHC Okossi,4.746232548,8.138671634,uuid:3ea7400f-ec30-474c-8a94-871b132f367a
4.730971028,8.124749455,temporary_post,Akwa Ibom,Urue Offong/Oruko,Urue Offong 5,Udung Anwana,Model PHC Okossi,4.730984068,8.124790095,uuid:5cf0974a-11c3-47d0-8784-6dc6e8b1fe43
6.330617,5.6336983,temporary_post,Edo,Oredo,New Benin,Ewah road,ERNOSA health post,6.3498629,5.6357748,uuid:c69c2ff8-3c41-41d3-99ea-cdcdba0ef3cf
6.3612424,5.6374976,temporary_post,Edo,Oredo,New Benin,Ewah road,ERNOSA health post,6.3498629,5.6357748,uuid:d61ce863-01ef-4bc2-a046-e9dcba7051b3
6.8875872,6.3452368,temporary_post,Edo,Etsako West,Awain,Ewora,Phc ewora,6.9007983,6.3923083,uuid:760c2444-c9bb-4f97-8bba-9a494fa09322
5.5721609,7.3736475,temporary_post,Imo,Obowo,Umulogho umuagu,umuokpa,umulogho health  center,5.5721843,7.3736111,uuid:f474bfad-803b-4d89-b034-193fbadc078e
7.8976952,4.7039909,temporary_post,Osun,Boripe,Ward 5,ile jagun,Nil,7.8997779,4.6997892,uuid:46bcd5a2-b17c-4a8f-a634-b3adb68ac4ac
7.3673504,6.0799998,temporary_post,Edo,Akoko-Edo,Ayegunle,Ugboshi Afe,PHC Ugboshi Afe,7.3555533,6.0578265,uuid:9af393cf-c7a2-4301-af95-b77f3ba1c10a
7.3555533,6.0578265,temporary_post,Edo,Akoko-Edo,Ayegunle,Ayegunle,PHC Ayegunle,7.3555533,6.0578265,uuid:82561d56-79d0-4323-9054-384820e5d076
6.264266667,6.311923333,temporary_post,Delta,Ika North East,Umunede,Oba quarters,Phc umunede,6.264311667,6.3119,uuid:326be847-8de6-4d49-9780-e240441657e1
7.8978816,4.656821,temporary_post,Osun,Ifelodun,Aludundun,Oko oye Area,PHC Owode idi ose,7.9005888,4.6574669,uuid:deae5288-4bf4-40e7-8e80-19b6a1a8ee03
7.9209627,4.6501356,temporary_post,Osun,Ifelodun,Isile ikirun,Maboreje,Akinorun PHC,7.9209627,4.6501356,uuid:48b3234f-fcc8-46ce-9f59-2a3621e650a6
7.904357,4.6653691,temporary_post,Osun,Ifelodun,Aludundun,Okoye,Owodeidioti PHC,7.9042098,4.6656049,uuid:b1a10567-a4ae-4ad7-a0b9-907df663f5d4
7.9192711,4.654723,temporary_post,Osun,Ifelodun,IsaleIkirun,Maboreje,AkinOrun PHC,7.9193173,4.6547195,uuid:b42f198c-74d1-4474-a9f9-67cb52817d6f
7.055108333,6.251373333,temporary_post,Edo,Etsako West,Auchi 1,Warake rd Auchi college road,Unique hospital,7.05511,6.251385,uuid:d8ff490a-1a8b-4333-ad4d-79ef4591a149
6.443216,4.7492858,temporary_post,Ondo,Okitipupa,Ayeka,Holo & Odole Comp.,BHC Okunmo,6.4394367,4.7716933,uuid:d77fa039-3878-4356-8d66-fa16a98c8ec4
4.6724345,7.3709504,temporary_post,Rivers,Khana,1Bori,Ntem cmuin,Nil,4.6721189,7.371188,uuid:748827c9-f592-4486-8620-3676d42fa593
7.073126667,6.2585,temporary_post,Edo,Etsako West,Auchi 2,Water board,Central hospital auchi,7.056915,6.274595,uuid:df1cf577-ea54-4926-97af-e8c83afb9a06
5.9214538,4.9679194,temporary_post,Ondo,Ilaje,Ugbo 5,Ikorigho,BHC Ikorigho,5.9241852,4.9690997,uuid:59b4238f-9a97-4492-b1d0-947a89649f4e
5.9214558,4.9679192,temporary_post,Ondo,Ilaje,Ugbo 6,Mese,Bursary/Primary school,5.9214558,4.9679192,uuid:142c89dd-efed-4100-8be5-71a66712d693
5.9240146,4.9652872,temporary_post,Ondo,Ilaje,Ugbo 5,Odonla,"Darfav nursery and primary school,odonla",5.92143,4.9698611,uuid:6cd94043-f3dd-48ab-b67e-c5eabeba0c96
6.808031667,3.917338333,temporary_post,Ogun,Ijebu Ode,Ijada/Imepe,Kajola,Iwade isale,6.806925,3.91757,uuid:d2070725-82d7-44e4-972b-de492441008d
6.2565587,6.9776674,temporary_post,Anambra,Dunukofia,UKWULU 1,IRUEZEAGU,PHC UKWULU,6.2565266,6.9776842,uuid:d0ffbdab-8c26-4315-a86c-57a312cc333e
7.85934,4.4741833,temporary_post,Osun,Orolu,Joloyemi ward 06,AUD Primary School/Ile Ogunola,Temporary fixed post,7.8593801,4.4741688,uuid:c73341df-b894-497f-8d33-1b7a17fa11e2
6.26079277,6.16645511,temporary_post,Delta,Ika North East,Idumuesah,Aliobume,Idumuesah PHC,6.26079018,6.16645017,uuid:9f03bc87-aedb-4843-a8d3-2ba27d6d3ae9
6.262546667,6.31889,temporary_post,Delta,Ika North East,Umunede,Alekwe/igweh,Temporary post,6.262626667,6.318543333,uuid:bc054a9e-e32d-498c-9e6d-345005f7c5a6
6.213448333,6.30254,temporary_post,Delta,Ika North East,Utolokpo,Orji quarter,Temporary post,6.213453333,6.302468333,uuid:3362ff91-e138-41ab-9212-98e68786bebb
6.469276667,6.19336,temporary_post,Edo,Iguegben,Amahor,Izekor,Waterside health post,6.469315,6.193375,uuid:10294a8f-95b1-4b21-befb-15e5e214aeff
7.122445,6.23518,temporary_post,Edo,Etsako West,AUCHI 2,NICOHO BARACK,M. R. S,7.1215732,6.2355117,uuid:8b61ba6d-f5b8-4e6c-9427-72b39a309f90
5.228688333,7.31581,temporary_post,Abia,Osisioma Ngwa,Amavo Nkwogu,Umuejiocha,Umuejiocha hall,5.22877,7.315755,uuid:28fce28d-b8dc-4717-b135-ca8800ea862d
5.228803333,7.315638333,temporary_post,Abia,Osisioma Ngwa,Amavo Ngwogu,Umuejiocha,LKC school umuejioch,5.228863333,7.315825,uuid:1c23de01-a03c-4e11-9b1b-dddba8b03a3b
5.181981667,7.323318333,temporary_post,Abia,Osisioma Ngwa,Arongwa,Umuarakpa,Pilot model school,5.181951667,7.323346667,uuid:564a19e8-3079-436d-b300-b2e7b9ace69b
5.262093333,7.334846667,temporary_post,Abia,Osisioma Ngwa,Amavo,Amavo umunwakwoala,Amavoukwu community school 2,5.262038333,7.33483,uuid:b7ce45c7-987a-4b40-b7ec-425b4618c821
5.241176667,7.32908,temporary_post,Abia,Osisioma Ngwa,Arongwa,Umuonyeukwu,Umuonyeukwu hall,5.241138333,7.329103333,uuid:030515e4-f3d3-43b5-bd94-28f2041418af
4.8742532,7.055803,temporary_post,Rivers,Obio/Akpor,Eliozu,Elimgbu,MPHC Eliozu,4.8742692,7.0558584,uuid:93bf67a8-defd-4cb6-b233-9c844fcaee8c
7.4646327,4.7623153,temporary_post,Osun,Atakunmosa East,Odogbo 6,Ajido,None,7.4646417,4.76237,uuid:00fcf21c-af5a-4c0f-aeb7-f0fbbc38b852
6.594793333,8.659883333,temporary_post,Cross River,Yala,Ooh,Ochubi Oba,Comprehensive Health Centre Oba,6.59507,8.637858333,uuid:0954bbc8-eb24-44bc-ba47-47e0b8ea3994
7.8085947,4.508049,temporary_post,Osun,Irepodun,07 Oke Awesi,Onidun Compound,Oke Awesi,7.8085947,4.508049,uuid:07e4b169-eac8-482b-979b-8000078cafea
6.601146667,8.642316667,temporary_post,Cross River,Yala,Okpoma,Ochbi Olachor,PHC Olachor,6.601046667,8.642508333,uuid:67273863-b492-4979-888d-1d807c573b45
7.8003394,4.4973888,temporary_post,Osun,Irepodun,07 oke Afolu,Isale osun,P H C Afolu,7.8003394,4.4973888,uuid:06092c77-40e1-49ea-9290-761347d43d13
6.600571667,8.617698333,temporary_post,Cross River,Yala,Ooh ward,Abachor,Abachor Health Post,6.600493333,8.618035,uuid:1752e664-aa06-466d-9491-8928c94d3039
7.314645,4.54042,temporary_post,Osun,Ife South,Osi,Bale Ikirum/Woke Ola,Bale Ikirum,7.3147233,4.5405233,uuid:6f5b05e1-9d86-49df-95bc-2b1aca10b1a7
6.1799627,4.7037112,temporary_post,Ondo,Ilaje,Mahin ward 1,Oropo zion,Bhc mahin,6.1425579,4.6485772,uuid:37a79799-3c6a-4826-89da-c9fe904d444b
7.8531881,4.4774629,temporary_post,Osun,Orolu,Araromi,Oroki,Araromi,7.8531881,4.4774629,uuid:98f703c8-1729-48cd-8813-0780056dc429
6.4268178,4.8836572,temporary_post,Ondo,Ese Odo,Apoi 3,Oboro,BHC oboro,6.4263984,4.8837418,uuid:a5641c50-b38e-46c7-b67b-537878a98a08
5.9859015,6.9407958,temporary_post,Anambra,Nnewi North,OTOLO1,OKOFIA,OKOFIA H/ P,5.98586,6.9407675,uuid:ff7f72f0-b832-4f36-a51c-33775187f5fe
5.9909585,6.9268532,temporary_post,Anambra,Nnewi North,OTOLO3,EZEKWUABOR,EZEKWUABOR PHC,5.9909468,6.9269159,uuid:85aa42a4-cb4f-4778-8983-b4ffe2fa24dd
5.9997428,6.9161956,temporary_post,Anambra,Nnewi North,UMUDIM 1,URU,URU PHC,5.9996025,6.9161875,uuid:042c5784-0604-44f1-8572-c60592f16254
6.0326091,6.9135075,temporary_post,Anambra,Nnewi North,NNEWI ICHI1,OKPUNO EGBUKA,OKPUNO NNEWIICHI 1,6.0323769,6.9136664,uuid:2dd05e8c-92bc-4efe-a517-f472c11a2537
6.041336,6.906215,temporary_post,Anambra,Nnewi North,NNEWI ICHI 1,NKPOKA,NKPOKA H/P,6.0413817,6.9062811,uuid:4d326540-bbe1-4d4e-9f61-da5ead4eb61f
6.0393584,6.9141733,temporary_post,Anambra,Nnewi North,NNEWI ICHI 1,Akwu NGO,MBANAKWU PHC,6.0393617,6.9141065,uuid:2584b4af-770e-4f57-8eab-1e6e406ffa0a
6.0237641,6.8993892,temporary_post,Anambra,Nnewi North,URUAGU 1,NDIOJUKWU,OBIURUAGU PHC,6.0237923,6.8993869,uuid:254623f9-993b-4091-b507-1f8c2a658952
6.197805,6.276898333,temporary_post,Delta,Ika North East,Ute okpu,Ogbe Quarters,Temporary post,6.192741667,6.270106667,uuid:4716c68d-6d48-45f0-908a-977e9f1eef4a
7.7384109,6.7384311,temporary_post,Kogi,Ajaokuta,Geregu,Victory community,PHC Ganaja,7.7386282,6.7385246,uuid:440f579e-9c80-40c6-b3be-3735dc137717
5.995695,8.280061667,temporary_post,Cross River,Obubra,Apiapum,Presbyterian school,Apiapum PHC,5.99568,8.279925,uuid:0eefa2b9-4ba5-4d96-bf64-d957d44eca47
8.3813016,4.8336784,temporary_post,Kwara,Irepodun,Ajasse 1,Apata Kajola ,Dispensary Apata Kajola,8.337097,4.8721203,uuid:f2d9d325-28f2-4872-9aae-339872b06921
8.1447815,5.1076168,temporary_post,Kwara,Irepodun,Ihaye,Omi Oko,Primary Health Centre Iya Ayie,8.1414917,5.1147683,uuid:752eaebc-862f-453c-9200-b3b6db1cbc14
8.1336894,5.0965133,temporary_post,Kwara,Irepodun,Lawal Lukman Ademola,Olaitnwo,Primary Healthcente Ifaja,8.139138,5.1024875,uuid:6acbcc4a-c669-4af5-a64f-75757f49258a
8.0644844,5.0570937,temporary_post,Kwara,Irepodun,"Ipetu/Rore/Aran-Orin, ",Gaa  Woto,Comprehensive Health Centre Aran-Orin,8.0650202,5.0574094,uuid:0c91c641-30f8-4753-a5b8-deec2571b93f
8.0928587,4.9470527,temporary_post,Kwara,Irepodun,Arandun,Arandun,"Primary Healthcare Centre, Arandun",8.0929633,4.9486033,uuid:ecddcb69-143c-4b07-962d-60862d10a927
5.5682555,7.3824271,temporary_post,Imo,Obowo,Umuokeh ward,Umuakama,umuokeh health center,5.5683388,7.3823416,uuid:cf7ee6c5-2bb3-4b73-9743-fa1808361693
7.1065236,4.8611799,temporary_post,Ondo,Ondo West,Jilalu ward,Terere,Temporary fixed post,7.1064709,4.8612448,uuid:66e4fd1f-b6c8-4a11-a604-58e020d86c2f
4.85420554,7.03160586,temporary_post,Rivers,Obio/Akpor,Ward 2,Mgbuesilaru,Rumuodara Health Post,4.86756706,7.03531719,uuid:63234d1a-1f3f-45f6-9c6c-d656d3cda0f3
4.86768227,7.03515545,temporary_post,Rivers,Obio/Akpor,Ward 2,Eliowhani,Rumudara Health Post,4.86765605,7.03517485,uuid:cef42d93-418c-45bc-ac3a-df143fd08e43
6.7275878,4.5054741,temporary_post,Ondo,Odigbo,ONIPARAGA,"Bakare,ogunlepa 1&2",BHC IMORUN,6.7191359,4.4535308,uuid:b52ee9a6-bbdc-448b-9e15-2b3cf9ac931d
5.864346667,8.426655,temporary_post,Cross River,Obubra,Ochon,Edondon,HP Edondon,5.864575,8.426651667,uuid:5296bdc7-2282-4a78-b433-e653f010c717
4.6729709,7.3645885,temporary_post,Rivers,Khana,1 Bori,Yeghe,Nil,4.6746008,7.37626,uuid:367e1e1d-3010-4e51-b324-cb193d62c7c7
7.9441386,5.2493469,temporary_post,Ekiti,Ilejemeje,Iludun2,Ori egun,Model health centre,7.9441386,5.2493469,uuid:864aba33-9b02-449d-b0ec-9049e0a03d2d
6.8098195,4.5021759,temporary_post,Ondo,Odigbo,ONIPARAGA,"Gbatayo,lisagbede and Malomo",BHC ONIPARAGA,6.8098195,4.5021759,uuid:f43c1e43-95d4-4a58-a426-dc1247e06e51
8.014841,4.6721024,temporary_post,Osun,Odo Otin,Baale,Bolajoko,PHC okuku II,8.0148995,4.6720548,uuid:50e9b3ad-bee2-4251-86df-0c91f0391124
5.1462479,7.3431353,temporary_post,Abia,Osisioma Ngwa,Amasator ,Ahiaba Umueze ,Umuocham Health Centre ,5.1466664,7.3433193,uuid:2f65a9c7-3f12-4e75-927b-e639a40bbdd8
5.1438256,7.3292359,temporary_post,Abia,Osisioma Ngwa,Amasator ,Agalaba ,Umuocham Health Centre ,5.1433821,7.3290038,uuid:4b1e5e5c-75fc-4b3d-9419-ea5c480c52ab
7.9521265,5.2346614,temporary_post,Ekiti,Ilejemeje,ISAPA,Igbede II,"Health Post, Owakuta",7.9504014,5.2369455,uuid:06ea69c2-460e-4bf5-ae1c-4137a2c655bb
6.6738821,2.770095,temporary_post,Ogun,Ipokia,Ajegunle,"Mosafejo,mede",Ajegunle health clinic,6.6748467,2.76848,uuid:66676eec-1588-4033-b048-e5e72279a8c9
6.6276985,2.7423954,temporary_post,Ogun,Ipokia,Idiroko,Ojuroko,Idiroko,6.6278113,2.7420908,uuid:b810756c-7c84-4b80-97ff-4f5f770c4689
6.6514121,2.7545287,temporary_post,Ogun,Ipokia,Idiroko,Kanisuru,Idiroko health clinic,6.6513329,2.75445,uuid:8ad43dae-8380-4b40-b362-d238f8dd8d55
6.246562,6.9928932,temporary_post,Anambra,Dunukofia,Nawgu ward 2,Ezimezi,Nwagu Health Post,6.2465829,6.9929212,uuid:0ea48e65-6e2c-4b94-b991-c464fe492b78
6.2574823,7.000824,temporary_post,Anambra,Dunukofia,Nawgu ward 1,Akwueso,PHC Nawgu,6.2576343,7.000919,uuid:6ca34404-3d6e-43f8-80b6-10e25468a6c0
7.5575978,6.2420231,temporary_post,Kogi,Adavi,Karawuro,Idifada 1,PHC Iresuha,7.5573609,6.2421201,uuid:03183ac1-e75c-4280-a17e-61eab3f5b796
4.6760677,7.3639922,temporary_post,Rivers,Khana,1 Bori,Looya,Nil,4.6759333,7.3640373,uuid:ef3bec59-9827-4280-8f95-939cd12751d3
6.7068576,8.9004876,temporary_post,Cross River,Bekwarra,Abuochiche ward,Lower Abuagbor,Abuagbor health post,6.7068314,8.9004762,uuid:258d2319-181c-434b-a257-a3ae648277bd
6.6911836,8.9043342,temporary_post,Cross River,Bekwarra,Abuochiche ward,Itekpa,Model PHC Abuochiche,6.6911611,8.9043542,uuid:71318b70-68b9-44d9-ad0f-ff4809b1d16e
6.648692,8.8691493,temporary_post,Cross River,Bekwarra,Ukpah ward ,Unwang Agba,PHC Ukpah ,6.6487269,8.8690979,uuid:2e951c17-b056-4c5d-9172-dd42d6df0dc8
6.6380181,8.8731151,temporary_post,Cross River,Bekwarra,Ukpah ward,Abube,Abube health post,6.6380521,8.873081,uuid:1e0e03ad-80c3-4f7d-a83c-adea2821c2cf
5.16319318,8.33470459,temporary_post,Cross River,Odukpani,Odukpani central,Odunyama,"Health Post, Oduyama",5.1632323,8.3347029,uuid:d65def1d-fb16-43d6-b21d-9620860093a9
5.15217867,8.18696796,temporary_post,Cross River,Odukpani,Ekori Anaku,Ikot Effiong Otop,Apostolic church,5.15217366,8.1869757,uuid:9a7c2abe-4897-40bc-a985-c0faf9143528
5.1459525,8.19222759,temporary_post,Cross River,Odukpani,Akamkpa,Kaifa,Apostolic Church,5.14595426,8.19228088,uuid:b0b8db5d-21e1-45d1-925c-7c55caf4df30
5.10470389,8.17806462,temporary_post,Cross River,Odukpani,Akamkpa,Akpap Okoyong,Apostolic church,5.1046673,8.17824179,uuid:35c55052-3d1d-41c4-b816-7e31dc1f7579
5.27347137,8.05277187,temporary_post,Cross River,Odukpani,Eki,Usunj Atan,Hosanna nursery school,5.27348643,8.05274245,uuid:f9f33786-69de-492a-b6a8-01f2a8834960
6.70348,4.05797,temporary_post,Ogun,Ijebu Ode,Itamapako,Okenla/Omooba,Itamapako,6.70364,4.0579,uuid:5e5abb61-50d2-4f46-99fe-37ebac2ba7e7
6.729128333,3.987783333,temporary_post,Ogun,Ijebu Ode,Itamapako,Odo lewu,Itamapako Health Centre,6.729203333,3.98794,uuid:e481ec68-d228-4ed9-9bbf-c873f448c102
6.708921667,3.962185,temporary_post,Ogun,Ijebu Ode,Isiwo Ward 10,Igara,Isiwo,6.709541667,3.960831667,uuid:ef6a8fe3-6816-4748-bc1e-1653230e94f8
6.720175,3.964758333,temporary_post,Ogun,Ijebu Ode,Isiwo,Oke Moyin,Aiyeteju Health Centre,6.720018333,3.96488,uuid:988d0b3d-bbbd-44f7-beb9-24ea4b4bbcd7
7.4986731,4.4762976,temporary_post,Osun,Ife North,Oyere l,Onibambu,Onibambu PHC,7.4741839,4.3912369,uuid:08901c8a-4963-4e51-9b37-f48d99bff6e2
7.2446028,4.4188637,temporary_post,Osun,Ife North,Oyere ll,Aborisade,Oyere Aborisade PHC,7.2564501,4.3724598,uuid:d1010410-9f49-48d4-a61a-290c430dfd7a
7.2660451,4.3393379,temporary_post,Osun,Ife North,Oyere ll,Amukegun lbadan,Amukegun PHC,7.2660451,4.3393379,uuid:19ae226b-a169-4a23-81a3-0a369fd98414
4.6712576,7.378155,temporary_post,Rivers,Khana,6,Ngbubee,Nil,4.6712835,7.3781351,uuid:26a7e2b0-56a9-4403-b0be-ab46f5dfb2f9
5.2213113,6.1866394,temporary_post,Delta,Patani,Odorubu,Onomuvwe,Temporal,5.2176226,6.1939562,uuid:1acb138e-c41e-49b8-bfc4-a892a0772176
5.7430633,8.0419833,temporary_post,Cross River,Biase,Adim,Akalara,Africa house temporary post,5.7431165,8.042082,uuid:ad8e51b4-1dfb-41f2-a5d9-3d0568bad4a7
5.7356841,8.038635,temporary_post,Cross River,Biase,Adim,Akugom 1,Mr Bassey's Temporary post,5.7357317,8.0386559,uuid:4ef02f55-c783-4666-91d0-103c500a3ed5
5.6857737,7.9935919,temporary_post,Cross River,Biase,Agwagune,Egbizim,Egbizim temporary post,5.6858033,7.9936283,uuid:be1b2068-bc29-440a-8fe4-c9d68af58bcf
5.588727,7.9333242,temporary_post,Cross River,Biase,Biakpan,Akpegwe,Phc biakpam,5.5887572,7.9333739,uuid:38c4b5bb-c1fe-45d4-824f-2aa40e0e0c85
6.5313691,5.646261,temporary_post,Edo,Ovia North-East,Isiuwa,Evboneka,Evboneka1,6.527056,5.6305523,uuid:868fc724-2452-4e9e-98d5-a22b38df690c
6.527056,5.6305523,temporary_post,Edo,Ovia North-East,Isiuwa,Evboneka 2,Evboneka,6.5067319,5.6181668,uuid:f169b60f-f26c-4c4c-ba0e-5b9c19e55554
6.5413515,5.6238929,temporary_post,Edo,Ovia North-East,Isiuwa,"Akugbe,nifor.","Akugbe,nifor",6.527056,5.6305523,uuid:475dc55e-072c-42a5-9eda-ba93629e7a5e
4.6712919,7.3781287,temporary_post,Rivers,Khana,1 Bori,Nuwiikemaakor,Nil,4.6712967,7.378125,uuid:e7566c09-b17a-498f-a3ba-1e1695c1ecc5
7.1156484,4.862436,temporary_post,Ondo,Ondo East,Igba,Asin,"Basic Health Center, Italurowo",7.11599,4.8627433,uuid:13012b61-2930-43bb-af05-779a1cdf585b
6.493496,5.5883649,temporary_post,Edo,Ovia North-East,Oluku,Ekiadalor,Ekiadalor PHC,6.4935444,5.5882134,uuid:e3a9676a-af7e-40f7-b96d-d9fa800263e7
5.9151008,7.7865941,temporary_post,Ebonyi,Afikpo South,IDIMA,Ezi-alu,Amaetta health centre,5.9151472,7.7865774,uuid:a35debc5-2783-4b8e-86be-cd335b3a70ac
5.9212601,7.8112869,temporary_post,Ebonyi,Afikpo South,IDIMA,Ndioko,Amato MDG,5.9212204,7.8113326,uuid:7c2ae655-5601-4f74-9d63-137ad4ddc0bc
5.9358169,7.7922068,temporary_post,Ebonyi,Afikpo South,IDIMA,Ozara,Amato MDG,5.9358556,7.7921704,uuid:0d8d6f93-fd35-42e8-91d7-fc84f0edd2a8
7.201007,4.867553,temporary_post,Ondo,Ile Oluji/Okeigbo,ILE OLUJI WARD I,OKE ALAFIA,CHC OKE ALAFIA,7.201007,4.867553,uuid:6e8d6dff-88e7-4798-be62-52843dead64b
7.383587,3.6783818,temporary_post,Ogun,Odeda,Ilugun,Orile Ilugun,Orile Ilugun health centre,7.3835274,3.6785167,uuid:c9c61e6d-e0e4-40fa-8bab-3751454f117a
7.3783883,3.6867047,temporary_post,Ogun,Odeda,Ilugun,Abule Adeaga,Bakatari health centre,7.3783917,3.6867177,uuid:d7905122-e182-45ad-82f8-75f04f1a2c88
7.3608146,3.5981017,temporary_post,Ogun,Odeda,Ilugun,Kugba ajagbe,Kugba ajagbe health centre,7.3620031,3.6021074,uuid:d3fedaff-1d28-471a-a0d7-1eee4eaa3c5a
4.7569233,7.0987758,temporary_post,Rivers,Okrika,Ward 8,Oganama mainland,Ogano model health center,4.756946,7.0986913,uuid:182f4f29-ef5c-4420-8db5-bca2bbd1270e
6.6746391,6.6272381,temporary_post,Edo,Esan South-East,Ilushi,Okpatawo,None,6.7225517,6.3719743,uuid:7acffbdc-67ca-4b2f-83b2-8c0999285be8
6.6495287,6.3892703,temporary_post,Edo,Esan South-East,Ubiaja 1,Idumuowemen,None,6.6578734,6.3862764,uuid:df40254a-801a-4787-969c-7554424e5a86
6.6488685,6.3889376,temporary_post,Edo,Esan South-East,Ubiaja 1,Uokha and Oruen,None,6.6488685,6.3889376,uuid:b44343e9-c55b-441a-9d7c-adfe1dde3f2b
4.7546268,7.0770966,temporary_post,Rivers,Okrika,Ward 8,George Ama,George ama health center,4.7547409,7.0769208,uuid:73eca62c-d217-4030-bc9d-eb4f0287735d
6.81986,3.931395,temporary_post,Ogun,Ijebu Ode,Imupa Iyanro,Oke Aje,Oke Aje HC,6.819893333,3.93144,uuid:6be1508a-9dcf-4fb5-a90a-7a86ba594197
6.3226196,5.6579043,temporary_post,Edo,Ikpoba-Okha,Irimwinhim,Upper Uwa street,Egbe clinic,6.3041522,5.6537909,uuid:70fc9366-33c0-430c-8154-d5aba3f96fdd
6.3256818,5.6481167,temporary_post,Edo,Ikpoba-Okha,Irimwinhim,Amadasun. .upper Uwa moat,Awuiyor clinic,6.3042044,5.6537045,uuid:cc9c8dc1-8b39-4761-ad69-61882054f1d6
6.3147307,5.6764632,temporary_post,Edo,Ikpoba-Okha,Irimwinhim,Umelu village ,Umelu PHC,6.3041075,5.6537607,uuid:a13866f9-ce94-45eb-8178-74f5f3af9e90
6.2878572,6.0175002,temporary_post,Edo,Orhionmwon,Iganke,Ute oheze,Utehe,6.2814388,6.069376,uuid:4a5cac21-b870-41ca-bc87-e29340c3181c
6.8120423,3.1070039,temporary_post,Ogun,Ifo,Ibogun,Daleko Abudu,"Model PHC, Ibogun",6.8106871,3.1168982,uuid:dd7e220c-8e57-4207-b4e8-4be647284f27
6.8127359,3.1874265,temporary_post,Ogun,Ifo,Olose,Tecno,Olose PHC,6.8129241,3.1883809,uuid:ed646d35-a9f5-4811-8418-a5a4e756d5c5
6.2807979,6.0720626,temporary_post,Edo,Orhionmwon,Ugbeka,Oheze,Ute oheze,6.2814388,6.069376,uuid:7a7cab63-b1f5-4866-9e2d-28d6ccc3b46c
6.3132117,5.5737383,temporary_post,Edo,Egor,1 ebuotubu,Uwadia/agbodo,Ropheka ugbiyokho,6.3133867,5.57382,uuid:41f00f0d-fb57-440c-96b0-0a46ff2170d9
6.54506,2.8274033,temporary_post,Ogun,Ipokia,Tube,Afanji,Afanji,6.5362879,2.8361216,uuid:94c9ae6a-5d4f-49cd-9248-b85d00e4a6cf
6.3599647,5.6109757,temporary_post,Edo,Egor,Ogida 11,Aghedo,Word of faith school,6.3654614,5.6032034,uuid:4ae04b72-ed23-421a-9b80-7a5d3a377900
