latitude1,longitude1,supervision_level,states,lgas,ward,settlement name,hf_name,latitude2,longitude2,meta/instanceID
7.5997591,5.1048708,temporary_post,Ekiti,Ekiti South-West,Iro/Okeloye,Iro,Old peoples Clinic,7.5997367,5.1050708,uuid:b2172249-2c16-439d-b90a-ccab922ce9c5
7.5064418,5.0662576,temporary_post,Ekiti,Ekiti South-West,Odo Igbara,Old Ilawe road,BHC odo Igbara,7.50651,5.06621,uuid:8339426d-f037-42fa-8fab-6a9ffc19e723
6.1650205,7.0446351,temporary_post,Anambra,Awka South,Nise 2,Ngodo,PHC Nise,6.1604198,7.043963,uuid:984e774a-8b1a-43a6-8919-e945e9175051
6.1589832,7.0530371,temporary_post,Anambra,Awka South,Nise 2,Umuazu,Nise PHC,6.1569368,7.0584149,uuid:ba542c90-479c-44f7-88b1-3cf2505bffec
6.1553307,7.0553898,temporary_post,Anambra,Awka South,Nise 1,Obuno Ara nise,Obeagu Ara health post,6.1553307,7.0553898,uuid:0acec877-b190-401c-b32b-81894249141b
6.1569368,7.0584149,temporary_post,Anambra,Awka South,Nibo2,Umuezudu,Phc Nibo,6.1569368,7.0584149,uuid:5dab1357-0f8c-4f99-9481-7218c904a73b
6.1863189,7.077577,temporary_post,Anambra,Awka South,Nibo 2,Umuokpaechekwubelu,Nibo phc,6.1863189,7.077577,uuid:109a57c1-0e65-4865-8f35-524d996864d3
7.107708333,6.296058333,temporary_post,Edo,Etsako West,Uzairue North West ,IYoKPUYE (ELELE) ,PHC ELELE ,7.07544,6.2707,uuid:0c01d3d3-646e-4dff-8281-aa8d8d07c0b4
6.21065,6.227508333,temporary_post,Delta,Ika North East,Owa Alero 2,Aliegwe,Temporary post,6.210643333,6.22788,uuid:4aba0f86-cecf-4df9-917a-901a597b850c
7.0038116,5.9090698,temporary_post,Edo,Owan West,Uzebba 1,Ivbieye Qrt,Nil,7.0038116,5.9090698,uuid:3a837da9-1319-4b19-b29f-c6af4616582e
7.0038036,5.9090717,temporary_post,Edo,Owan West,Uzebba 1,Uleyon,Nil,7.0038036,5.9090717,uuid:0aa3ebc8-eccb-4caa-83c1-fe67a29a8b7a
7.0841985,6.2424348,temporary_post,Edo,Etsako West,AUCHI 2,WATER BOARD,CENTRAL HOSPITAL,7.0841985,6.2424348,uuid:e190066e-c11f-4f10-a6e0-7916450c761f
7.0707736,6.2507504,temporary_post,Edo,Etsako West,AUCHI 2,WATER BOARD,CENTRAL HOSPITAL,7.0703083,6.251335,uuid:912f1657-9e28-45b8-b19c-5f7635eeeb03
6.3885671,5.6135478,temporary_post,Edo,Egor,Ugbowo,Odionwere House,UBTH,6.3823427,5.6111967,uuid:3fab9c61-7db8-4382-8dcb-90520281cf8e
6.9319432,3.7263889,temporary_post,Ogun,Remo North,Ilara,It a opa,Temporary,6.9320088,3.7264389,uuid:9b98cfa9-04f1-4281-8f8f-39fbc2bf4aef
6.9318425,3.7268303,temporary_post,Ogun,Remo North,Ilara,Irolu road,Temporary,6.9318036,3.7267711,uuid:e79f184b-8881-4bfa-8f87-d753cab57d10
6.967533,3.6767636,temporary_post,Ogun,Remo North,Ode 1,Sogbetu,Temporary,6.9680038,3.676789,uuid:b9eed4d7-ad22-4cb0-9621-42b23b8240a7
7.107038333,6.294263333,temporary_post,Edo,Etsako West,UZAIRUE NORTH WEST,ELELE,PHC ELELE,7.106786667,6.293921667,uuid:821e965f-cb50-4501-b3f6-6e23bbbdb74d
6.1278533,7.8928662,temporary_post,Ebonyi,Onicha,Ogudu okwor 1,Ufuezeokwu,Model phc oshiri,6.1280089,7.8928273,uuid:ff69948c-d110-4aba-b8c0-93d05f5c44fc
6.1926931,6.9782406,temporary_post,Anambra,Dunukofia,Ukpo ward 2,St Simon Catholic Church,PHC lsiekwulu Ukpo,6.1927336,6.9782114,uuid:30014dfb-ec75-4fa1-87fe-6abd32e34198
6.1918201,6.9786643,temporary_post,Anambra,Dunukofia,Ukpo ward 2,Irubuchi,Isiekwulu Ukpo PHC,6.1922298,6.9788423,uuid:de6ac116-33eb-44be-adc0-4e60891ed0ca
6.1894663,6.9686831,temporary_post,Anambra,Dunukofia,Ukpo ward 1,Iruokwumene-enu,PHC Iruzu,6.1957628,6.9738017,uuid:df4ede3e-8645-433e-bf70-255b2e6c881e
6.2046283,6.9740718,temporary_post,Anambra,Dunukofia,Ukpo ward 3,Iruokokwu ,Akpu 1 Health Post,6.2044571,6.9743158,uuid:bb7b238e-263a-4034-aa05-e406bb3445d5
5.8591752,6.4392429,temporary_post,Delta,Ndokwa West,Onicha Ukwuani,Ibabo,Phc,5.8591752,6.4392429,uuid:2aa2b946-e9df-40c2-824e-371763b83620
5.8591752,6.4392429,temporary_post,Delta,Ndokwa West,Onicha nkwuani,Ugiliamai,Phc,5.8591752,6.4392429,uuid:bccc10c5-1621-438f-ad5d-200d33010e2d
5.8591752,6.4392429,temporary_post,Delta,Ndokwa West,Onicha Nkwuani,Amoji,Phc,5.8591752,6.4392429,uuid:5717cec8-7fac-47bf-8118-0e9ead6448b8
5.2437428,6.3780436,temporary_post,Bayelsa,Sagbama,Agbere ward 1 ,Churches in tambiri ,PHC Agbere ,5.2438116,6.3780636,uuid:2e1b3ff7-9414-4632-9310-d8df040d98e9
5.2437778,6.3781732,temporary_post,Bayelsa,Sagbama,Agbere ward 1 ,Churches in tuburukuru,PHC Agbere ,5.2438528,6.3780167,uuid:61073ca2-e026-4e04-8665-e208d853ba27
6.742005,6.1384433,temporary_post,Edo,Esan West,Eguare,Eguare,Mary The Queen Catholic Church Ekpoma,6.742055,6.13839,uuid:ca71b6d3-587a-45a4-a800-8cc35b3c1f65
6.74496,6.1503217,temporary_post,Edo,Esan West,Eguare,Okoro,Gospel Outreach Assembly,6.7451258,6.149905,uuid:0796be20-21ff-4a34-963f-2a9ea488cedb
6.7357734,6.1441299,temporary_post,Edo,Esan West,Eguare,Ukpokae,T F,6.7355817,6.1441517,uuid:edc896b6-ec3d-4d22-8d64-e974943c5f3f
6.7309472,6.1457568,temporary_post,Edo,Esan West,Eguare,Ukpoke,Four Wind Of God Ministry,6.7309283,6.145665,uuid:9b15a3a7-5e61-4e47-a87c-c9b0c3fa643a
6.305469384,5.640468843,temporary_post,Edo,Ikpoba-Okha,Evbuoriaria,Omobhude,Temporary post,6.310205305,5.634158543,uuid:ae7b87e1-6a68-4e31-bc1b-abbc10943202
7.1288235,6.4339344,temporary_post,Edo,Etsako Central,Iriakhor,Iviegelo,Phc Iriakhor,7.0844205,6.4983116,uuid:b0761de7-de2f-42ef-8e8a-65c6a449711e
7.120007,6.4468643,temporary_post,Edo,Etsako Central,Ogbonna ward,Ivhido,Ogbona phc,7.0842473,6.4982931,uuid:30f376da-5d3a-4c69-af47-96147e4203d3
7.1190222,6.4507007,temporary_post,Edo,Etsako Central,Ogbona,Okotor,Ogbonna,7.0843221,6.4983728,uuid:555a390e-e786-407b-93ef-4e6f7a22aa62
7.143146667,6.319795,temporary_post,Edo,Etsako West,UZAIRUE NORTH EAST,Ikholo,Phc Ogbido,7.143176667,6.319766667,uuid:da52f0d0-6724-4855-b632-d943ff388c8e
7.124326667,6.349011667,temporary_post,Edo,Etsako West,UZAIRUE North East ward,Iyora,"Health Centre, Iyora",7.124178333,6.349008333,uuid:40c70f1e-db65-4b51-9f38-989638059fdf
7.124083333,6.349173333,temporary_post,Edo,Etsako West,UZAIRUE NORTH EAST,Iyora,Phc iyora,7.124063333,6.349168333,uuid:55dbfe55-1a19-43be-be4d-2fadb8c58714
6.821093333,3.903435,temporary_post,Ogun,Ijebu Ode,Porogun 1 ward 6,Oshimodi,Ita-osu,6.821753333,3.904005,uuid:27988bed-5399-4428-a1b3-9cd6b70c4d0b
6.817901667,3.902156667,temporary_post,Ogun,Ijebu Ode,Porogun ward 6,Sabo Estate,Ita-osu,6.817955,3.902643333,uuid:fbefda29-a780-4a27-a2be-97c9c529d9c9
6.819098333,3.914,temporary_post,Ogun,Ijebu Ode,Porogun 1,"Ayegun Ojofa, Alapo",Ita-osu,6.818963333,3.91386,uuid:b7ba2ea7-d490-43a7-aa14-a35fd985458d
6.827448333,3.915036667,temporary_post,Ogun,Ijebu Ode,Porogun 2,Idenwon,Ita Alapo,6.827386667,3.914971667,uuid:deafa973-9c6c-45fc-9026-fd456438e6e2
6.311163323,5.637731311,temporary_post,Edo,Ikpoba-Okha,Evbuoriaria,Durex road,Temporary post,6.305520291,5.640549875,uuid:7c2597d5-e57d-40aa-aa8f-3fb83787b0d9
6.822915,3.910926667,temporary_post,Ogun,Ijebu Ode,Porogun 2,Ayegun,Ita Alapo,6.821463333,3.91222,uuid:3323baa1-d0ba-4598-8546-93a7cb5e5f6e
6.824595,3.909125,temporary_post,Ogun,Ijebu Ode,Porogun 2,Obalende,Ita Alapo,6.82462,3.909053333,uuid:a6315c29-bf92-4a70-8d03-e85ddf41b206
7.912275,4.6745857,temporary_post,Osun,Ifelodun,Oke Amola,Hon Rasheed Area,PHC Oke Amola,7.915755,4.6668331,uuid:cd0424b2-462e-4c69-8f95-ed1ae1193a97
7.9140474,4.6678022,temporary_post,Osun,Ifelodun,Oke Iroko,Olorebe,PHC Ponjo,7.9140474,4.6678022,uuid:f5a636a4-4260-4462-abae-d03cb3d4791a
7.456426,5.4283725,temporary_post,Ekiti,Ise/Orun,Orun2,Oke Afin,Outreach,7.4561966,5.4282469,uuid:1e893e22-e241-4465-9f22-ef12e59cdad9
7.9099333,5.2504631,temporary_post,Ekiti,Ilejemeje,Ipere,Ilisemo,"Basic Health Centre, Ipere",7.910046,5.2504838,uuid:18aa0223-99be-4d22-91b1-3462a78aa4b9
7.9295802,5.1793456,temporary_post,Ekiti,Ilejemeje,Ewu,Okeomu,"Basic Health Centre,Ewu",7.9297103,5.1793247,uuid:0e8d86d1-bd74-4da6-bece-a1094fbc64e4
6.15691,6.2486867,temporary_post,Delta,Ika North East,IDUMUESAH,ALIEGBO,PHC IDUMUESAH,6.15716,6.24854,uuid:d3b13783-afd9-4e49-83f2-769721bdf2d4
6.1693094,6.2374936,temporary_post,Delta,Ika North East,IDUMUESAH,ALILO,PHC IDUMUESAH,6.1693083,6.2374967,uuid:0a447af2-ca8c-4c42-bc8c-62c9867448e0
6.1693083,6.2374967,temporary_post,Delta,Ika North East,IDUMUESAH,ALIOBUME,PHC IDUMUESAH,6.1611591,6.23972,uuid:7a7c4c29-be63-47c9-80ea-e6a39bf2fae0
4.795646667,7.966988333,temporary_post,Akwa Ibom,Nsit Ubium,Ubium  North 3,Ikot Akpan Abia,Health Post,4.795636667,7.966963333,uuid:21d7cf84-141c-46da-89bf-8dd10f178994
6.475958333,6.234395,temporary_post,Edo,Iguegben,Ebelle,Okuta,Ebelle PHC,6.47597,6.234413333,uuid:76c5aeb1-7e11-493b-ae1b-d8786bed0f8c
7.2033183,4.8689849,temporary_post,Ondo,Ile Oluji/Okeigbo,Ileoluji 1,Oke otunba,Not applicable ,7.2033698,4.8688378,uuid:26fcc4a0-6d2a-4731-ab23-1a19252512b4
7.202467,4.8754676,temporary_post,Ondo,Ile Oluji/Okeigbo,Ile Oluji 3,Lota road,Not applicable ,7.2024957,4.8754996,uuid:8a677c3e-a62b-4403-9790-3ccf32c138e6
7.2282767,3.5331146,temporary_post,Ogun,Odeda,ODEDA,Iporo,Odeda PHC,7.2270217,3.538605,uuid:8d9f4ec8-a5b2-4773-9b85-8073991f40a2
7.1978865,3.5576868,temporary_post,Ogun,Odeda,Itesi,Banja/Apena Kenta,Emulu Itesi PHC,7.1963856,3.5573467,uuid:1bf9da5d-3644-47de-af0e-817eff0373b6
7.1923383,3.5722683,temporary_post,Ogun,Odeda,Emulu-Itesi,Bantu/Toba,Toba PHC,7.1910333,3.5771683,uuid:26f262db-1ab2-4dd7-9cbe-29845c3262e2
7.1867014,3.5317931,temporary_post,Ogun,Odeda,Emulu-Itesi,Aderupoko,Intoji PHC,7.1943308,3.5273692,uuid:acd7ed96-72a2-4629-b31e-1d84bf7f5e96
5.7213252,6.8912045,temporary_post,Imo,Oru West,Mgbidi ward 2,Ukwu mango,Mgbidi health centre,5.7212117,6.8912021,uuid:1d4b2e8d-7f25-45f5-aec8-64d3ccf21599
5.7111148,6.8319237,temporary_post,Imo,Oguta,Egwe Egbuoma,Umuegwe,Egbuoma HC,5.7112024,6.8318189,uuid:154678de-880a-4ded-bf70-8db995239ab0
5.7121826,6.8127032,temporary_post,Imo,Oguta,Oguta ward A,New Layout,Infant Welfare,5.7121087,6.8126837,uuid:dfc32e95-b2fa-4f30-8096-cf75102451e2
5.1363513,7.2981565,temporary_post,Abia,Osisioma Ngwa,Amaise,Ihie umuduru,Amapuife,5.177216667,7.282085,uuid:a82fea76-d5c0-4388-992c-866baf683c1d
7.95071755,4.98871045,temporary_post,Osun,Ifedayo,Balogun,Elemona,Oke ila phc,7.95064972,4.98867484,uuid:2a4f7817-46bd-409d-9c39-f911dcf8a420
7.95455086,4.99033605,temporary_post,Osun,Ifedayo,Aworo,Oke odo,Oke ila phc,7.95456813,4.99041632,uuid:ad22528e-b450-48dc-b932-92e79b00d2f7
5.667695,7.13837,temporary_post,Imo,Nwangele,Abajah 2,Umuokpokwu,PHC Abajah 1,5.67382,7.129616667,uuid:5795ede4-872a-46dd-aa0c-b93019403783
6.0610567,5.6478883,temporary_post,Edo,Ikpoba-Okha,Ologbo,NNPC Road,Min of Jesus Christ,6.061085,5.64782,uuid:87cb611c-b366-4464-84e9-05d27d4dd23c
7.6732815,4.2570831,temporary_post,Osun,Ola Oluwa,Telemu ward 1,Oja Oba opp Town Hall,MDG     Telemu.,7.6738982,4.2565923,uuid:1f3a886c-2e2b-473a-a32d-a012755bea61
6.1209417,7.89783,temporary_post,Ebonyi,Onicha,Amamkalu,Amaodida 2,Amamkalu health post,6.1208118,7.8979277,uuid:8bbb1431-2c9e-4d22-aa29-2390ffd94a4b
6.6399469,2.7459418,temporary_post,Ogun,Ipokia,Idiroko,Winners Church ,Temporaray ,6.6398786,2.7458438,uuid:ca044d5e-d76c-416b-843a-6536ce603155
6.6494679,6.3868226,temporary_post,Edo,Esan South-East,Ubiaja 1,Egbhuru,None,6.6494644,6.3869485,uuid:698041f6-4933-4138-a37a-69f275e1809d
6.6541942,6.3728039,temporary_post,Edo,Esan South-East,Ubiaja 1,Ugbenin,None,6.6542085,6.3727744,uuid:9a3fb4d9-8520-4857-9f32-940b8ced959c
4.803345,6.950625,temporary_post,Rivers,Obio/Akpor,17,Aker,Rumuolumeni health centre,4.8727552,6.9993374,uuid:334e7131-014f-4b7d-885f-e60b375070a7
7.5303662,4.725996,temporary_post,Osun,Atakunmosa East,Awara 1,Ogbon -Iwara,None,7.5304317,4.72592,uuid:f3e373ae-13a3-4bc4-acd7-6cadaf5798bd
7.4208752,4.7328864,temporary_post,Osun,Atakunmosa East,Igangan 2,Ajumobi,None,7.4194468,4.7306736,uuid:0f37b409-49b9-432a-be50-eae0d4cc879d
7.3892832,4.7554844,temporary_post,Osun,Atakunmosa East,Eti-Oni 5,Eti-Oni,None,7.3892244,4.7555068,uuid:76a18242-ec2a-42f6-b1a6-39d13bd8aff5
7.4116528,4.7622473,temporary_post,Osun,Atakunmosa East,Eti-Oni,Itapa,None,7.4117176,4.7622632,uuid:2b949eb3-a84c-4002-af06-0cff010ca361
5.6867015,6.424656,temporary_post,Delta,Ndokwa West,Kwale,Ashaka road,FSP,5.6867884,6.4246635,uuid:a8a4b0d6-788a-44df-a895-625d70a236ec
7.5765077,4.7327015,temporary_post,Osun,Atakunmosa East,Iwara 1,Ayegbaju,None,7.576484,4.7326593,uuid:932765b3-8864-4af8-86d8-66a6a3bef171
5.8253435,7.3921749,temporary_post,Imo,Onuimo,Amaodu ward three,Amaodu,Outreach,5.8253435,7.3921749,uuid:a7f0ad34-61aa-47ac-8566-64c55cdbb9e0
7.95065823,4.98867138,temporary_post,Osun,Ifedayo,Balogun,Elemona,Oke Ila PHC,7.95066814,4.98870495,uuid:282ec16a-72f0-4561-b046-4043f89e4987
8.04039841,5.04412405,temporary_post,Osun,Ifedayo,Asaooni,Surulere,Ora phc,8.04036604,5.04415574,uuid:8274e269-2db7-4585-9f01-686ca0ba2cc1
8.03576026,5.05504462,temporary_post,Osun,Ifedayo,Cooperative,Iperin,Ora phc,8.0357092,5.05519985,uuid:6b74b9e2-cfd3-4813-90ac-e1f80e6e0a42
7.5257193,4.4699295,temporary_post,Osun,Ife North,Ipetumodu ll,Amule,Baku PHC,7.5253168,4.471387,uuid:4f3d6df4-693c-48b6-8baa-682fe77c452a
8.5245696,4.5445485,temporary_post,Kwara,Ilorin East,Ibagun,Adamotani,Ibrahim health centre,8.5243435,4.5453768,uuid:4a8f24ba-0ca3-450a-ad72-450851cd2692
8.5163417,4.5537965,temporary_post,Kwara,Ilorin East,Ibagun,Tinu street,Alimaiyaki health centre,8.5158677,4.5530673,uuid:7873f991-952c-47f6-9616-48f9ab0456c3
8.52209,4.5635774,temporary_post,Kwara,Ilorin East,Ibagun,Hajrab,Ibagun health centre,8.5217529,4.5637511,uuid:08fcd8b7-c9f8-4232-a712-2335c8c3e9f1
7.5561899,4.4530374,temporary_post,Osun,Ife North,Yakooyo,Akinrinade,Yakooyo PHC,7.5608409,4.4514377,uuid:88f8ebdf-b1dc-4333-9a01-1ab11258a350
7.5233043,4.4786745,temporary_post,Osun,Ife North,Yakooyo,Oke osin,Yakooyo PHC,7.5233043,4.4786745,uuid:f3e6f84d-7c18-4936-b652-a2b5e14a23a9
8.037067,5.0978794,temporary_post,Kwara,Oke Ero,Ekan,Odo Owa,Ekan Health Center,8.0371634,5.0978119,uuid:d54e8cfc-78e9-4f80-9231-289e6281f506
8.0350524,5.1017931,temporary_post,Kwara,Oke Ero,Ilale-Erinmope-Imoji,Imoji,Imoji Health Center,8.0350189,5.1019041,uuid:69c047e7-cdf6-4c25-9c81-2093bb4c04be
8.0429705,5.0911884,temporary_post,Kwara,Oke Ero,Ilale-Imoji-Erinmope,Ilale,Ilale Basic Health Center,8.0431161,5.0912619,uuid:98373c80-60f8-413e-8d46-d0b649e0d898
6.18937927,6.27055398,temporary_post,Delta,Ika North East,Ute Ogbeje,Ogbe Obi,Ute ogbeje,6.26075156,6.16649606,uuid:fb8d8f62-2957-4031-972c-af0e551f9c06
7.9521265,5.2346614,temporary_post,Ekiti,Ilejemeje,Oke - Iye,Odohun/Ikoro,"Model Health Centre, Oke -Iye",7.9521265,5.2346614,uuid:36b38a64-bac7-4d48-9167-f8cd2a113042
5.5387312,6.2246089,temporary_post,Delta,Isoko North,Uzoro 1,Holy Trinity Catholic Church,St Mary Catholic Hosp,5.5387431,6.2247619,uuid:3320dba4-a535-491a-9e95-d1fe5015eba8
7.4451629,2.8370048,temporary_post,Ogun,Imeko Afon,Agborogbomo,Ajegunle,Agborogbomo Health centre,7.4451629,2.8370048,uuid:3e837a16-40cf-4c6f-a393-08997c2d7acd
4.659639,8.0466919,temporary_post,Akwa Ibom,Esit Eket,4,Idung Obio Eno,Ikpa,4.659639,8.0466919,uuid:8e6d9013-7aee-4e6a-808a-eee504ef9e53
4.659639,8.0466919,temporary_post,Akwa Ibom,Esit Eket,1,Ekot idung,Health post,4.659639,8.0466919,uuid:97a58a46-7091-4b23-b2bb-bc8f2ddea9b1
4.659639,8.0466919,temporary_post,Akwa Ibom,Esit Eket,Ekpene obo,Idung okpo,"Cottage hospital, Town Hall",4.659639,8.0466919,uuid:88545e93-97b8-4af2-b5c9-1db239c360e6
4.7008351,8.2631989,temporary_post,Akwa Ibom,Mbo,Ebughu I,Okobo,PHC Ebughu,4.7008314,8.2632017,uuid:997be492-3d6e-4153-b52f-a11c99ef3624
6.3279143,5.5996417,temporary_post,Edo,Oredo,Uzebu,Ovie whiskey way,Ekpen hospital,6.3279143,5.5996417,uuid:57f17fb8-851c-469f-93d9-34c0c28aa589
6.3296959,5.5878218,temporary_post,Edo,Oredo,Uzebu,Upper Ekehaun,Ekpen hospital,6.3296959,5.5878218,uuid:3e55f7c6-a80a-46d6-9fdc-1476dcec0c21
5.8281417,7.345818,temporary_post,Imo,Onuimo,Ezuhu okohia,Okpala settlemrnt,Ezuhu\okohia,5.8281417,7.345818,uuid:4120b140-3b10-4368-8348-c686af45c157
4.8706532,7.132505,temporary_post,Rivers,Oyigbo,Ward 8,Oyigbo,Primary health centre,4.8706455,7.1324546,uuid:422ef0ad-f8b8-4497-8ae6-4648787c0d95
4.8712738,7.1326237,temporary_post,Rivers,Oyigbo,Ward 8,Oyigbo,Primary health centre,4.8714338,7.1326906,uuid:53b5c497-036b-47f6-8b5a-8065a7484039
4.6797228,8.2415371,temporary_post,Akwa Ibom,Mbo,Ebughu II,Akai,Temporary post,4.68011,8.241575,uuid:dc1eaa78-69d1-4897-b454-9e9a9f763164
6.262131667,6.55925,temporary_post,Delta,Aniocha South,Otulu,Agidiase,PHC Edo,6.262048333,6.559283333,uuid:21c41609-1e65-46d4-89ee-b68ab62f24c0
6.281823333,6.570123333,temporary_post,Delta,Aniocha South,Otulu,Obiuzo/Abakalik camp ,PHC Otulu,6.283046667,6.572968333,uuid:4db804a3-8391-4f94-862e-8fe225fa9ce5
6.282558333,6.573941667,temporary_post,Delta,Aniocha South,Otulu,Obiozo,PHC Otulu,6.281831667,6.57405,uuid:c5e47254-1bef-4182-ba27-4b59f1c8f5f2
6.28212,6.565213333,temporary_post,Delta,Aniocha South,Otulu ,Obiuzo ,PHC Otulu ,6.282088333,6.565211667,uuid:ee5c57d8-1bf4-48a4-b597-1fbfc2dfb6e5
5.8281417,7.345818,temporary_post,Imo,Onuimo,Okwelle ward two onuimo,Umuoko alaike,Phc okwelle ward 1,5.8281417,7.345818,uuid:8689f3c3-d1fd-48e5-8b3f-819153aeed24
6.3414563,5.6022687,temporary_post,Edo,Oredo,Uzebu,2nd cementary road,Ekpen hospital,6.3414563,5.6022687,uuid:307327f0-a594-450d-ab8b-c2b9f36b4009
7.4451629,2.8370048,temporary_post,Ogun,Imeko Afon,Agborogbomo,Ajala village.,Agborogbomo Health centre,7.4451629,2.8370048,uuid:18a1a120-ea7b-46e2-988b-65336c63b572
5.8281417,7.345818,temporary_post,Imo,Onuimo,Okwelle onuimo ward 3,Onuimo ugiiorre,Umoko okwelle onuimo,5.8281417,7.345818,uuid:ab5faed0-66ca-4122-bc4a-cab10e418fd8
7.5888158,6.2219365,temporary_post,Kogi,Adavi,Ogaminana,Inapasi,MPHC Oziokutu,7.5888711,6.2218393,uuid:1b82cf97-efe5-4b27-8a5c-424d6a8bb52d
7.8026267,6.6802117,temporary_post,Kogi,Adavi,Nagazi,Otokiti,MDG/PHC zango daji,7.8023728,6.669312,uuid:c76a7928-900c-478a-b98c-2a3d7ef6e16e
4.7166584,8.1824575,temporary_post,Akwa Ibom,Mbo,Udesi,Isong Inyang,Temporary,4.7166872,8.1816295,uuid:230d754f-4417-4f47-8cda-af2ad7299b4f
8.1597521,4.7215119,temporary_post,Kwara,Offa,Ojomu South East,Owode market,PHCC owode,8.1597594,4.721456,uuid:cb8b7568-fee3-4f9b-ab86-9abf06acaddc
4.3232445,6.2455557,temporary_post,Bayelsa,Brass,Brass 3,Twon- Brass,PHC Imbikiri,4.3233037,6.2455491,uuid:998b711b-33d1-4ffe-93a2-8acf2181d838
5.3003871,7.7109163,temporary_post,Akwa Ibom,Ikono,Adiasing,Ibiaku Ata,"Primary health centre, Ibiaku",5.3001259,7.7105783,uuid:2d6cf504-4af8-4e7c-91a1-f3558cb8cab1
7.0936253,4.8383094,temporary_post,Ondo,Ondo West,Moferere,Moferere market,Moferere market,7.0935929,4.8383154,uuid:e2052882-adb7-427c-b2aa-26acd234676d
7.0876764,4.8449441,temporary_post,Ondo,Ondo West,Moferere,Oke Anu,CHC Moferere oja,7.0878915,4.8442375,uuid:45b6437c-b2de-42c8-9995-8cd291898a53
7.090443,4.84247,temporary_post,Ondo,Ondo West,Moferere,Molekere street,CHC Moferere oja,7.0904971,4.842342,uuid:54e29ff8-ee6e-4f28-bf95-7a7154ef6bef
7.085147,4.8348248,temporary_post,Ondo,Ondo West,Moferere,Erinketa,Temporary post,7.0892033,4.8387341,uuid:e9d4470a-d469-46c5-9a46-0dab40bd4a6d
7.3485612,4.1862273,temporary_post,Osun,Isokan,Osaa adifa,Idi Odan,Temporary,7.3485593,4.1861727,uuid:5b8f6adb-2e23-48b8-adf7-76655348d3cf
5.7103718,6.8261177,temporary_post,Imo,Oguta,Where egbuoma,Churches,Egwe  egbuoma,5.7102117,6.8260851,uuid:09fd0776-f8d5-48ea-96be-ebc40cd47575
5.289325,7.6974717,temporary_post,Akwa Ibom,Ikono,Asanting,Asanting,"Health centre, Asanting",5.2761417,7.715725,uuid:aa5bb96b-c01f-4af4-8353-bd1bef725d5b
5.2682314,7.7093129,temporary_post,Akwa Ibom,Ikono,Asanting,Itak ikot akpandem,"Health centre, Asanting",5.2739595,7.7250568,uuid:290ef2a4-0a05-4410-b9f6-4128b2a5aa3f
5.8085122,7.8497402,temporary_post,Ebonyi,Afikpo South,Amoso Etiti,Ama Etiti,Ezi Edda health post,5.8084001,7.8497075,uuid:86c9a515-2aa1-42d4-8a49-2c63f099a8ab
5.8051393,7.8455786,temporary_post,Ebonyi,Afikpo South,Amoso Etiti,Ezera Nkelogwu,Model primary Heath Centre,5.8050863,7.8456565,uuid:8601e545-a4c1-45d2-a313-ebb440b9ec02
5.8093184,7.8392995,temporary_post,Ebonyi,Afikpo South,Amoso Etiti,Ndiogba Amagbo,Model primary health centre,5.8093216,7.8393048,uuid:06d0b036-bc4f-4379-b491-9965c1560aa3
5.7846885,7.8247056,temporary_post,Ebonyi,Afikpo South,Amaigbo,Ndibaim Ekeji,Amoba health centre,5.7846682,7.8246439,uuid:5457e1ed-71a7-4bd6-a2c5-6c2ce1e203a2
5.8128629,7.8244357,temporary_post,Ebonyi,Afikpo South,Amaigbo,Ndi-anya,Amaba health centre,5.8128875,7.8244198,uuid:553693f4-a7de-41ca-ad8a-581f94827d98
5.2112232,7.3032669,temporary_post,Abia,Osisioma Ngwa,Umunneise,Okpuala umugwor,Okpuala umugwor,5.2001532,7.3133984,uuid:e67d9aca-ab8f-4cad-ba1f-4fc5b6612c6f
5.1680356,7.3015435,temporary_post,Abia,Osisioma Ngwa,Ward7 urrata,Umuelewe,Egbede,5.16822,7.3015655,uuid:586c53e2-f6aa-4d35-8abc-6a2e0ed78c06
4.7192161,8.1858246,temporary_post,Akwa Ibom,Mbo,Udesi,Akai Owu,Temporary,4.7192542,8.1857032,uuid:dd717deb-aea2-467e-b820-20bbccb6c25a
6.1812517,6.9917092,temporary_post,Anambra,Njikoka,Abagana 3,Eziebe,MCH ABAGANA,6.181203,6.9917117,uuid:7bc1698e-fbe3-4724-9094-1efdb9ddfd59
7.8022188,5.6834747,temporary_post,Ekiti,Ekiti East,Ilasa eda,Igbale,Bhc eda,7.8022121,5.6834723,uuid:c1b9d71f-3e63-441c-a240-b905d5ecbfdd
7.7917633,5.71014,temporary_post,Ekiti,Ekiti East,Ilasa/ikun/araromi,Ijeru,Bhc ikun/araromi,7.7913052,5.7102671,uuid:4943f684-963d-4990-8c86-3dab3dc64dcf
7.7724641,5.7485741,temporary_post,Ekiti,Ekiti East,ward 1,Igbemisi,Chc omu oke 1,7.7724494,5.7486026,uuid:c285a723-a42f-435d-b076-8c534d384a06
7.43245,5.45743,temporary_post,Ekiti,Emure,Ariyasi,St Paul church Ariyasi,BHC,7.4324683,5.4575417,uuid:420d6e06-6ac7-4d8f-aa64-e0ce734d581f
5.4602993,5.9202486,temporary_post,Delta,Ughelli South,Okomu 3,Okpare,1,5.4602993,5.9202486,uuid:ae6ce695-9bc5-493c-ad8e-1e8763a13e85
